,uniprot_id,gene_name,locations,go_locations,type,transmembrane_num
79,Q8N5U6,RNF10,"cytoplasm, nucleus","c:cytoplasm, c:extrinsic component of postsynaptic density membrane, c:glutamatergic synapse, c:nucleus, f:metal ion binding, f:transcription cis-regulatory region binding, f:ubiquitin protein ligase activity, p:negative regulation of schwann cell proliferation, p:positive regulation of myelination, p:positive regulation of transcription by rna polymerase ii, p:positive regulation of transcription, dna-templated, p:postsynapse to nucleus signaling pathway, p:protein autoubiquitination",RING,
80,O00237,RNF103,endoplasmic reticulum membrane,"c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:endoplasmic reticulum quality control compartment, c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:central nervous system development, p:endoplasmic reticulum mannose trimming, p:protein ubiquitination, p:ubiquitin-dependent erad pathway",RING,4.0
81,Q9ULX5,RNF112,"membrane, membrane, cytoplasm, nucleus, nucleus, nuclear body, nucleus, nucleoplasm, endosome, cytoplasmic vesicle, secretory vesicle, synaptic vesicle, cell junction, synapse, postsynaptic density, perikaryon, cell projection, neuron projection","c:cell body, c:cytoplasm, c:endosome, c:extrinsic component of membrane, c:integral component of membrane, c:neuron projection, c:nuclear body, c:nucleoplasm, c:nucleus, c:perikaryon, c:postsynaptic density, c:synaptic vesicle, f:gtp binding, f:gtpase activity, f:protein self-association, f:ubiquitin protein ligase activity, f:zinc ion binding, p:cell death in response to hydrogen peroxide, p:cell death in response to oxidative stress, p:embryonic brain development, p:endoplasmic reticulum organization, p:g1 to g0 transition involved in cell differentiation, p:neuron differentiation, p:positive regulation of glial cell differentiation, p:positive regulation of neuron differentiation, p:protein autoubiquitination, p:protein homooligomerization, p:regulation of cell cycle, p:response to hydroperoxide",RING,2.0
82,Q9Y508,RNF114,"cytoplasm, nucleus","c:cytosol, c:nucleus, c:plasma membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:cell differentiation, p:protein polyubiquitination, p:spermatogenesis, p:ubiquitin-dependent protein catabolic process",RING,
83,Q9H9V4,RNF122,"golgi apparatus, endoplasmic reticulum, membrane","c:cytoplasm, c:endomembrane system, c:endoplasmic reticulum, c:golgi apparatus, c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:negative regulation of mitochondrial membrane potential, p:positive regulation of apoptotic process, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein autoubiquitination",RING,1.0
84,Q5XPI4,RNF123,cytoplasm,"c:cytoplasm, c:cytosol, c:nuclear membrane, f:metal ion binding, f:ubiquitin-protein transferase activity, p:proteolysis involved in cellular protein catabolic process",RING,
85,Q9Y4L5,RNF115,"cytoplasm, cytosol","c:cytosol, f:metal ion binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:negative regulation of epidermal growth factor receptor signaling pathway, p:protein autoubiquitination, p:protein k48-linked ubiquitination, p:protein k63-linked ubiquitination, p:ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",RING,
86,Q9H920,RNF121,membrane,"c:endoplasmic reticulum membrane, c:golgi membrane, c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:ubiquitin-dependent erad pathway",RING,6.0
87,Q96EQ8,RNF125,golgi apparatus membrane,"c:golgi membrane, c:intracellular membrane-bounded organelle, c:vcp-npl4-ufd1 aaa atpase complex, f:p53 binding, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase activity, f:zinc ion binding, p:adaptive immune response, p:cellular response to leukemia inhibitory factor, p:negative regulation of rig-i signaling pathway, p:negative regulation of type i interferon production, p:protein polyubiquitination, p:ubiquitin-dependent protein catabolic process",RING,
88,Q9BV68,RNF126,"cytoplasm, nucleus","c:cytoplasm, c:cytosol, c:nucleoplasm, c:nucleus, f:epidermal growth factor receptor binding, f:metal ion binding, f:ubiquitin protein ligase activity, p:cytoplasm protein quality control by the ubiquitin-proteasome system, p:negative regulation of epidermal growth factor receptor signaling pathway, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein k48-linked ubiquitination, p:protein k63-linked ubiquitination, p:protein monoubiquitination, p:regulation of cell population proliferation, p:retrograde transport, endosome to golgi, p:ubiquitin-dependent protein catabolic process, p:ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",RING,
89,Q8TEB7,RNF128,"endomembrane system, cytoplasm, cytoskeleton, cytoplasm, perinuclear region","c:cytoplasm, c:cytoskeleton, c:cytosol, c:endoplasmic reticulum, c:golgi apparatus, c:integral component of membrane, c:late endosome, c:perinuclear region of cytoplasm, f:metal ion binding, f:ubiquitin protein ligase activity, p:negative regulation of cytokine production, p:positive regulation of protein catabolic process in the vacuole, p:protein localization to lysosome, p:regulation of protein stability, p:ubiquitin-dependent protein catabolic process",RING,1.0
90,Q8WVZ7,RNF133,endoplasmic reticulum membrane,"c:cytoplasm, c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:golgi apparatus, c:integral component of membrane, c:late endosome, f:metal ion binding, f:ubiquitin protein ligase activity, p:protein autoubiquitination, p:ubiquitin-dependent protein catabolic process",RING,1.0
91,Q86XS8,RNF130,"membrane, cytoplasm","c:cytoplasm, c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:apoptotic process, p:programmed cell death, p:ubiquitin-dependent protein catabolic process",RING,1.0
92,P50876,RNF144A,"cell membrane, cytoplasmic vesicle membrane","c:cytoplasm, c:endosome membrane, c:golgi apparatus, c:integral component of membrane, c:intracellular membrane-bounded organelle, c:plasma membrane, c:ubiquitin ligase complex, f:metal ion binding, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase activity, p:positive regulation of proteasomal ubiquitin-dependent protein catabolic process, p:protein polyubiquitination, p:protein ubiquitination, p:ubiquitin-dependent protein catabolic process",RING,1.0
93,Q8WVD5,RNF141,membrane,"c:membrane, f:metal ion binding, f:ubiquitin-protein transferase activity, p:protein autoubiquitination, p:regulation of transcription, dna-templated",RING,
94,Q96MT1,RNF145,endoplasmic reticulum membrane,"c:endomembrane system, c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:integral component of membrane, f:ubiquitin protein ligase activity, f:zinc ion binding",RING,14.0
95,Q8WU17,RNF139,endoplasmic reticulum membrane,"c:derlin-1 retrotranslocation complex, c:endomembrane system, c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:endoplasmic reticulum quality control compartment, c:integral component of membrane, f:protease binding, f:signaling receptor activity, f:ubiquitin protein ligase activity, f:ubiquitin-like protein transferase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:endoplasmic reticulum mannose trimming, p:erad pathway, p:negative regulation of cell population proliferation, p:negative regulation of translation, p:positive regulation of ubiquitin-dependent protein catabolic process, p:protein destabilization, p:protein ubiquitination, p:regulation of er to golgi vesicle-mediated transport, p:regulation of protein processing",RING,12.0
96,Q8NC42,RNF149,membrane,"c:cytoplasm, c:integral component of membrane, c:membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:cellular response to xenobiotic stimulus, p:negative regulation of mapk cascade, p:regulation of protein stability, p:ubiquitin-dependent protein catabolic process",RING,1.0
97,Q9ULK6,RNF150,membrane,"c:cytoplasm, c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:ubiquitin-dependent protein catabolic process",RING,1.0
98,Q7Z419,RNF144B,"mitochondrion membrane, cytoplasm","c:cytoplasm, c:cytosol, c:integral component of membrane, c:mitochondrial membrane, c:ubiquitin ligase complex, f:metal ion binding, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:apoptotic process, p:negative regulation of apoptotic process, p:positive regulation of proteasomal ubiquitin-dependent protein catabolic process, p:protein polyubiquitination, p:ubiquitin-dependent protein catabolic process",RING,1.0
99,Q8N8N0,RNF152,lysosome membrane,"c:integral component of organelle membrane, c:lysosomal membrane, c:lysosome, f:metal ion binding, f:small gtpase binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:apoptotic process, p:cellular response to amino acid starvation, p:negative regulation of torc1 signaling, p:positive regulation of autophagy, p:protein k48-linked ubiquitination, p:protein k63-linked ubiquitination, p:protein ubiquitination",RING,1.0
100,Q96PX1,RNF157,cytoplasm,"c:cell body, c:cytoplasm, c:early endosome, c:nucleus, c:plasma membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:endosome to lysosome transport, p:negative regulation of apoptotic process, p:negative regulation of camp-mediated signaling, p:negative regulation of g protein-coupled receptor signaling pathway, p:positive regulation of dendrite extension, p:protein autoubiquitination, p:protein ubiquitination",RING,
101,Q8N7C7,RNF148,membrane,"c:cytoplasm, c:endoplasmic reticulum, c:golgi apparatus, c:integral component of membrane, c:late endosome, f:metal ion binding, f:ubiquitin protein ligase activity, p:ubiquitin-dependent protein catabolic process",RING,1.0
102,Q9H6Y7,RNF167,endomembrane system,"c:cytoplasm, c:endomembrane system, c:integral component of membrane, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:negative regulation of cell cycle, p:protein polyubiquitination, p:ubiquitin-dependent protein catabolic process",RING,1.0
103,Q9NTX7,RNF146,,"c:cytoplasm, c:cytosol, c:nucleoplasm, c:nucleus, c:plasma membrane, f:poly-adp-d-ribose binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:positive regulation of canonical wnt signaling pathway, p:protein autoubiquitination, p:protein k48-linked ubiquitination, p:ubiquitin-dependent protein catabolic process, p:wnt signaling pathway",RING,
104,Q96K19,RNF170,endoplasmic reticulum membrane,"c:endoplasmic reticulum membrane, c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity",RING,3.0
105,Q8N4F7,RNF175,membrane,"c:endoplasmic reticulum membrane, c:golgi membrane, c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:ubiquitin-dependent erad pathway",RING,5.0
106,Q9BXT8,RNF17,"cytoplasm, nucleus","c:cytoplasm, c:nucleus, f:identical protein binding, f:metal ion binding, p:spermatid development",RING,
107,Q96GF1,RNF185,"mitochondrion outer membrane, endoplasmic reticulum membrane","c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:endoplasmic reticulum quality control compartment, c:integral component of membrane, c:mitochondrial outer membrane, f:metal ion binding, f:protein-containing complex binding, f:ubiquitin binding, f:ubiquitin protein ligase activity, f:ubiquitin-like protein conjugating enzyme binding, p:autophagy, p:defense response to virus, p:endoplasmic reticulum mannose trimming, p:er-associated misfolded protein catabolic process, p:erad pathway, p:positive regulation of erad pathway, p:positive regulation of type i interferon-mediated signaling pathway, p:protein autoubiquitination, p:protein k27-linked ubiquitination, p:transmembrane transport, p:ubiquitin-dependent erad pathway, p:ubiquitin-dependent protein catabolic process",RING,2.0
108,Q96D59,RNF183,"endoplasmic reticulum membrane, endoplasmic reticulum, golgi apparatus, cis-golgi network membrane, lysosome membrane","c:cis-golgi network membrane, c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:integral component of endoplasmic reticulum membrane, c:lysosomal membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:apoptotic process, p:positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway, p:protein autoubiquitination, p:protein polyubiquitination, p:protein ubiquitination, p:response to endoplasmic reticulum stress",RING,1.0
109,Q8N6D2,RNF182,"membrane, cytoplasm","c:cytoplasm, c:integral component of membrane, f:metal ion binding, f:ubiquitin-protein transferase activity, p:protein ubiquitination",RING,2.0
110,Q9NV58,RNF19A,"membrane, cytoplasm, cytoskeleton, microtubule organizing center, centrosome","c:centrosome, c:cytoplasm, c:cytosol, c:glutamatergic synapse, c:hippocampal mossy fiber to ca3 synapse, c:integral component of membrane, c:postsynapse, c:ubiquitin ligase complex, f:metal ion binding, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase activity, p:microtubule cytoskeleton organization, p:positive regulation of proteasomal ubiquitin-dependent protein catabolic process, p:protein polyubiquitination, p:regulation of protein catabolic process at postsynapse, modulating synaptic transmission, p:ubiquitin-dependent protein catabolic process",RING,2.0
111,Q9NXI6,RNF186,endoplasmic reticulum membrane,"c:endoplasmic reticulum membrane, c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein autoubiquitination, p:protein k29-linked ubiquitination, p:protein k63-linked ubiquitination, p:protein localization to mitochondrion",RING,2.0
112,Q6ZSG1,RNF165,nucleus,"c:nucleus, c:protein-containing complex, f:ubiquitin protein ligase activity, f:zinc ion binding, p:forelimb morphogenesis, p:innervation, p:motor neuron axon guidance, p:multicellular organism aging, p:muscle structure development, p:positive regulation of bmp signaling pathway, p:protein catabolic process, p:protein polyubiquitination",RING,
113,Q99496,RNF2,"nucleus, cytoplasm, chromosome","c:cytoplasm, c:euchromatin, c:mll1 complex, c:nuclear body, c:nucleoplasm, c:nucleus, c:pcg protein complex, c:prc1 complex, c:sex chromatin, c:ubiquitin ligase complex, f:chromatin binding, f:ring-like zinc finger domain binding, f:ubiquitin protein ligase activity, f:zinc ion binding, p:anterior/posterior axis specification, p:gastrulation with mouth forming second, p:gene expression, p:germ cell development, p:histone h2a monoubiquitination, p:histone h2a-k119 monoubiquitination, p:mitotic cell cycle, p:negative regulation of dna-binding transcription factor activity, p:negative regulation of transcription by rna polymerase ii",RING,
114,Q6ZMZ0,RNF19B,"cytoplasmic granule membrane, endoplasmic reticulum membrane","c:cytolytic granule, c:cytoplasm, c:cytosol, c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:integral component of membrane, c:ubiquitin ligase complex, f:metal ion binding, f:ubiquitin binding, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase activity, p:adaptive immune response, p:natural killer cell mediated cytotoxicity, p:positive regulation of proteasomal ubiquitin-dependent protein catabolic process, p:protein autoubiquitination, p:protein polyubiquitination, p:ubiquitin-dependent protein catabolic process",RING,2.0
115,Q6ZRF8,RNF207,cytoplasm,"c:perinuclear region of cytoplasm, f:chaperone binding, f:hsp70 protein binding, f:transmembrane transporter binding, f:zinc ion binding, p:cell-cell signaling involved in cardiac conduction, p:positive regulation of delayed rectifier potassium channel activity, p:positive regulation of gene expression, p:positive regulation of potassium ion transmembrane transporter activity, p:positive regulation of voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization, p:positive regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization, p:regulation of cardiac muscle contraction, p:regulation of heart looping",RING,
116,Q9Y6U7,RNF215,membrane,"c:endosome, c:golgi transport complex, c:integral component of membrane, c:membrane, c:trans-golgi network, f:metal ion binding, f:ubiquitin protein ligase activity, p:golgi to vacuole transport, p:protein targeting to vacuole, p:ubiquitin-dependent protein catabolic process",RING,2.0
117,Q86T96,RNF180,nucleus envelope,"c:integral component of membrane, c:intrinsic component of endoplasmic reticulum membrane, c:nuclear envelope, f:metal ion binding, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase activity, p:adult behavior, p:norepinephrine metabolic process, p:positive regulation of proteasomal ubiquitin-dependent protein catabolic process, p:positive regulation of protein ubiquitination, p:protein polyubiquitination, p:regulation of catalytic activity, p:serotonin metabolic process",RING,1.0
118,A6NCQ9,RNF222,membrane,"c:integral component of membrane, f:metal ion binding",RING,1.0
119,Q8TC41,RNF217,"membrane, cytoplasm","c:cytoplasm, c:cytosol, c:integral component of membrane, c:ubiquitin ligase complex, f:metal ion binding, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:positive regulation of proteasomal ubiquitin-dependent protein catabolic process, p:protein polyubiquitination, p:ubiquitin-dependent protein catabolic process",RING,1.0
120,Q63HN8,RNF213,"cytoplasm, cytosol, lipid droplet","c:cytoplasm, c:cytosol, c:lipid droplet, c:membrane, c:nucleolus, f:atp hydrolysis activity, f:metal ion binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:angiogenesis, p:defense response to bacterium, p:lipid droplet formation, p:lipid ubiquitination, p:negative regulation of non-canonical wnt signaling pathway, p:protein autoubiquitination, p:protein k63-linked ubiquitination, p:protein ubiquitination, p:regulation of lipid metabolic process, p:sprouting angiogenesis, p:ubiquitin-dependent protein catabolic process, p:xenophagy",RING,
121,M0QZC1,RNF225,membrane,"c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:protein ubiquitination",RING,1.0
122,Q969K3,RNF34,"cell membrane, endomembrane system, nucleus, nucleus speckle, cytoplasm, cytosol","c:cytoplasm, c:cytosol, c:endomembrane system, c:nuclear body, c:nuclear speck, c:nucleoplasm, c:nucleus, c:plasma membrane, f:metal ion binding, f:p53 binding, f:phosphatidylinositol phosphate binding, f:ubiquitin protein ligase activity, f:ubiquitin protein ligase binding, p:apoptotic process, p:cellular response to cold, p:negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis, p:negative regulation of extrinsic apoptotic signaling pathway via death domain receptors, p:negative regulation of signal transduction by p53 class mediator, p:nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein k48-linked ubiquitination, p:protein ubiquitination, p:regulation of oxygen metabolic process, p:regulation of signal transduction by p53 class mediator, p:ubiquitin-dependent protein catabolic process",RING,
123,Q9BY78,RNF26,endoplasmic reticulum membrane,"c:endoplasmic reticulum membrane, c:integral component of membrane, f:ubiquitin protein ligase activity, f:zinc ion binding, p:endosome organization, p:negative regulation of defense response to virus, p:protein k11-linked ubiquitination, p:protein localization to perinuclear region of cytoplasm, p:protein ubiquitination, p:regulation of type i interferon production, p:ubiquitin-dependent protein catabolic process",RING,5.0
124,E7ERA6,RNF223,membrane,"c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:protein ubiquitination",RING,1.0
125,Q9Y225,RNF24,golgi apparatus membrane,"c:endomembrane system, c:golgi apparatus, c:golgi membrane, c:integral component of membrane, f:ubiquitin protein ligase activity, f:zinc ion binding",RING,1.0
126,Q68DV7,RNF43,,"c:endoplasmic reticulum membrane, c:integral component of plasma membrane, c:nuclear envelope, c:plasma membrane, f:frizzled binding, f:metal ion binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:negative regulation of wnt signaling pathway, p:protein ubiquitination, p:stem cell proliferation, p:ubiquitin-dependent protein catabolic process, p:wnt receptor catabolic process, p:wnt signaling pathway",RING,1.0
127,O75150,RNF40,nucleus,"c:axon terminus, c:cytosol, c:extrinsic component of membrane, c:hulc complex, c:membrane, c:neuron projection, c:nucleoplasm, c:nucleus, c:ubiquitin ligase complex, f:metal ion binding, f:mrna 3'-utr binding, f:protein homodimerization activity, f:protein-containing complex binding, f:syntaxin-1 binding, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase binding, f:ubiquitin-protein transferase activity, p:chromatin organization, p:histone h2b ubiquitination, p:histone monoubiquitination, p:negative regulation of mrna polyadenylation, p:positive regulation of histone h2b ubiquitination, p:positive regulation of proteasomal protein catabolic process, p:positive regulation of protein polyubiquitination, p:response to peptide hormone, p:ubiquitin-dependent protein catabolic process",RING,
128,Q99942,RNF5,"cell membrane, mitochondrion membrane, endoplasmic reticulum membrane","c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:endoplasmic reticulum quality control compartment, c:integral component of membrane, c:mitochondrial membrane, f:identical protein binding, f:protein-containing complex binding, f:ubiquitin protein ligase activity, f:ubiquitin-like protein conjugating enzyme binding, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:cellular protein catabolic process, p:endoplasmic reticulum mannose trimming, p:er-associated misfolded protein catabolic process, p:erad pathway, p:negative regulation of autophagy, p:protein destabilization, p:protein k48-linked ubiquitination, p:protein k63-linked ubiquitination, p:regulation of autophagosome assembly, p:response to bacterium, p:transmembrane transport, p:ubiquitin-dependent erad pathway, p:ubiquitin-dependent protein catabolic process",RING,2.0
129,Q9Y252,RNF6,"nucleus, cytoplasm, cell projection, axon, nucleus, pml body","c:axon, c:cytoplasm, c:intracellular membrane-bounded organelle, c:nuclear membrane, c:nucleoplasm, c:nucleus, c:pml body, f:androgen receptor binding, f:dna binding, f:metal ion binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:negative regulation of axon extension, p:positive regulation of transcription, dna-templated, p:protein k27-linked ubiquitination, p:protein k48-linked ubiquitination, p:protein k6-linked ubiquitination, p:protein ubiquitination, p:regulation of androgen receptor signaling pathway, p:regulation of transcription, dna-templated, p:ubiquitin-dependent protein catabolic process",RING,
130,Q9H0F5,RNF38,nucleus,"c:nucleoplasm, c:nucleus, c:sperm flagellum, f:metal ion binding, f:ubiquitin protein ligase activity, p:male gonad development, p:protein ubiquitination",RING,
131,Q5M7Z0,RNFT1,endoplasmic reticulum membrane,"c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:integral component of membrane, f:metal ion binding, f:ubiquitin binding, f:ubiquitin protein ligase activity, p:positive regulation of erad pathway, p:protein autoubiquitination",RING,6.0
132,Q96EP0,RNF31,cytoplasm,"c:cd40 receptor complex, c:cytoplasmic side of plasma membrane, c:cytosol, c:lubac complex, f:identical protein binding, f:k48-linked polyubiquitin modification-dependent protein binding, f:k63-linked polyubiquitin modification-dependent protein binding, f:linear polyubiquitin binding, f:metal ion binding, f:ubiquitin binding, f:ubiquitin protein ligase activity, f:ubiquitin protein ligase binding, f:ubiquitin-protein transferase activity, p:cd40 signaling pathway, p:defense response to bacterium, p:positive regulation of i-kappab kinase/nf-kappab signaling, p:positive regulation of nf-kappab transcription factor activity, p:positive regulation of protein targeting to mitochondrion, p:positive regulation of xenophagy, p:protein linear polyubiquitination, p:protein polyubiquitination, p:t cell receptor signaling pathway",RING,
133,O76064,RNF8,"nucleus, cytoplasm, midbody, chromosome, telomere","c:chromosome, telomeric region, c:cytosol, c:midbody, c:nucleoplasm, c:nucleus, c:site of double-strand break, c:ubiquitin ligase complex, f:chromatin binding, f:histone binding, f:identical protein binding, f:protein homodimerization activity, f:ubiquitin binding, f:ubiquitin protein ligase activity, f:ubiquitin protein ligase binding, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:cell cycle, p:cell division, p:cellular response to dna damage stimulus, p:double-strand break repair, p:double-strand break repair via nonhomologous end joining, p:histone exchange, p:histone h2a k63-linked ubiquitination, p:histone h2a ubiquitination, p:histone h2b ubiquitination, p:interstrand cross-link repair, p:isotype switching, p:negative regulation of transcription elongation from rna polymerase ii promoter, p:positive regulation of dna repair, p:protein autoubiquitination, p:protein k48-linked ubiquitination, p:protein k63-linked ubiquitination, p:protein ubiquitination, p:response to ionizing radiation, p:spermatid development, p:spermatogenesis, exchange of chromosomal proteins, p:ubiquitin-dependent protein catabolic process",RING,
134,Q96EX2,RNFT2,membrane,"c:integral component of membrane, f:metal ion binding, f:ubiquitin protein ligase activity, p:positive regulation of erad pathway",RING,4.0
135,Q9HAU4,SMURF2,"nucleus, cytoplasm, cell membrane, membrane raft","c:cytoplasm, c:cytosol, c:membrane raft, c:nuclear speck, c:nucleoplasm, c:nucleus, c:plasma membrane, c:ubiquitin ligase complex, f:identical protein binding, f:smad binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:negative regulation of bmp signaling pathway, p:negative regulation of transcription by rna polymerase ii, p:negative regulation of transcription, dna-templated, p:negative regulation of transforming growth factor beta receptor signaling pathway, p:positive regulation of canonical wnt signaling pathway, p:positive regulation of protein catabolic process, p:positive regulation of trophoblast cell migration, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein polyubiquitination, p:protein ubiquitination, p:regulation of transforming growth factor beta receptor signaling pathway, p:ubiquitin-dependent protein catabolic process, p:ubiquitin-dependent smad protein catabolic process, p:wnt signaling pathway, planar cell polarity pathway",HECTc,
136,O43255,SIAH2,"cytoplasm, nucleus","c:cytoplasm, c:cytosol, c:early endosome, c:intracellular membrane-bounded organelle, c:neuron projection, c:neuronal cell body, c:nucleoplasm, f:transcription corepressor activity, f:ubiquitin conjugating enzyme binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, f:zinc ion binding, p:amyloid fibril formation, p:apoptotic process, p:cell cycle, p:cellular protein catabolic process, p:negative regulation of apoptotic process, p:negative regulation of canonical wnt signaling pathway, p:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, p:negative regulation of extrinsic apoptotic signaling pathway, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:regulation of circadian rhythm, p:regulation of protein ubiquitination, p:rhythmic process, p:small gtpase mediated signal transduction, p:ubiquitin-dependent protein catabolic process",RING,
137,Q9HCE7,SMURF1,"cytoplasm, cell membrane","c:axon, c:cytoplasm, c:cytosol, c:extracellular exosome, c:neuronal cell body, c:nucleoplasm, c:plasma membrane, f:activin binding, f:i-smad binding, f:phospholipid binding, f:r-smad binding, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:bmp signaling pathway, p:cell differentiation, p:ectoderm development, p:engulfment of target by autophagosome, p:negative regulation of bmp signaling pathway, p:negative regulation of transforming growth factor beta receptor signaling pathway, p:positive regulation of dendrite extension, p:positive regulation of protein catabolic process, p:positive regulation of ubiquitin-dependent protein catabolic process, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein export from nucleus, p:protein localization to cell surface, p:protein localization to plasma membrane, p:protein polyubiquitination, p:protein targeting to vacuole involved in autophagy, p:protein ubiquitination, p:receptor catabolic process, p:substrate localization to autophagosome, p:ubiquitin-dependent protein catabolic process, p:ubiquitin-dependent smad protein catabolic process, p:wnt signaling pathway, planar cell polarity pathway",HECTc,
138,Q86TM6,SYVN1,endoplasmic reticulum membrane,"c:cytoplasm, c:derlin-1 retrotranslocation complex, c:endoplasmic reticulum, c:endoplasmic reticulum membrane, c:endoplasmic reticulum quality control compartment, c:hrd1p ubiquitin ligase complex, c:hrd1p ubiquitin ligase erad-l complex, c:integral component of endoplasmic reticulum membrane, c:membrane, c:nucleoplasm, c:smooth endoplasmic reticulum, f:atpase binding, f:chaperone binding, f:dna-binding transcription factor binding, f:metal ion binding, f:ubiquitin protein ligase activity, f:ubiquitin-specific protease binding, f:unfolded protein binding, p:endoplasmic reticulum mannose trimming, p:erad pathway, p:immature b cell differentiation, p:negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway, p:protein k48-linked ubiquitination, p:protein stabilization, p:protein ubiquitination, p:retrograde protein transport, er to cytosol, p:ubiquitin-dependent erad pathway, p:ubiquitin-dependent protein catabolic process",RING,6.0
139,Q9NS56,TOPORS,,"c:centriole, c:ciliary basal body, c:gamma-tubulin complex, c:midbody, c:nuclear speck, c:nucleoplasm, c:nucleus, c:photoreceptor connecting cilium, c:pml body, c:spindle pole, c:ubiquitin ligase complex, f:antigen binding, f:dna binding, f:dna topoisomerase binding, f:metal ion binding, f:sumo transferase activity, f:ubiquitin protein ligase activity, f:ubiquitin-protein transferase activity, p:cellular response to dna damage stimulus, p:intrinsic apoptotic signaling pathway in response to dna damage, p:intrinsic apoptotic signaling pathway in response to dna damage by p53 class mediator, p:maintenance of protein location in nucleus, p:negative regulation of apoptotic process, p:photoreceptor cell outer segment organization, p:positive regulation of transcription, dna-templated, p:positive regulation of ubiquitin-protein transferase activity, p:proteasome-mediated ubiquitin-dependent protein catabolic process, p:protein k48-linked ubiquitination, p:protein localization to nucleus, p:protein monoubiquitination, p:protein polyubiquitination, p:protein sumoylation, p:regulation of cell population proliferation, p:retina layer formation, p:retinal cone cell development, p:retinal rod cell development, p:transcription, dna-templated, p:ubiquitin-dependent protein catabolic process",RING,
